ID,INCIDENT,DATE,TIME,ADDRESS,ZIP,BATTALION/SHIFT,MAPSCO,COUNCIL_DISTRICT,CENSUS_TRACT,STRUCTURE_TYPE,NO_OF_STORIES,CONSTRUCTION,CAUSE,TOTAL_VALUE,STRUCTURE_LOSS,CONTENTS_LOSS,TOTAL_SAVED,SPRINKER_SYS,ALARM_SYS
17640,,01/01/2020,01:40 AM,10346 BICKHAM RD,75220,7/A-E,22Y-E,,,VEHICLE,,,EXPOSURE (UNDETERMINED),20000,-20000,0,0,NO,NO
17641,,01/01/2020,01:40 AM,10346 BICKHAM RD,75220,7/A-E,22Y,,,VEHICLE,,,EXPOSURE (UNDETERMINED),2000,-2000,0,0,NO,NO
17642,2020000281,01/01/2020,02:59 AM,2929 WYCLIFF AVE,75219,3/A,35W,2,500,DWELLING,4,COMBO,UNDETERMINED,31730000,-15000,0,31715000,YES,YES
17643,2020000366,01/01/2020,04:52 AM,2970 PEAVY RD,75228,8/A,38Y,7,12302,COMMERCIAL,1,,UNDETERMINED,5800000,-50000,0,5750000,NO,NO
17644,2020001002,01/01/2020,11:56 PM,1027 HOLLYWOOD AVE,75208,6/B,53M,1,5200,SHED,1,WOOD,UNSPECIFIED SHORT CIRCUIT ARC,5000,-5000,0,0,NO,NO
17645,,01/01/2020,11:56 PM,1027 HOLLYWOOD AVE,75208,6/B-E,53M-E,,,CARPORT,1,STEEL,EXPOSURE (ACCIDENTAL),109230,-500,0,108730,NO,NO
17646,2020000853,01/01/2020,07:07 PM,3535 FROSTY TRAIL,75241,5/B,66T,8,16701,DWELLING,,WOOD,UNDETERMINED,130470,-30000,-10000,90470,NO,NO
17707,2020000390,01/01/2020,05:30 AM,5151 BENT TREE FOREST DR,75248,2/A,4Z,11,13620,APARTMENTS,5,,UNDETERMINED,38395000,-25000,-5000,38365000,YES,YES
17648,2020001493,01/02/2020,04:35 PM,2715 DATHE ST,75215,1/C,46T,7,3700,DWELLING,1,WOOD,EQUIPMENT UNATTENDED,60360,-500,-2000,57860,NO,YES
17649,2020001691,01/02/2020,10:01 PM,2828 MARTIN LUTHER KING JR BLVD,75215,1/C,46T,7,20300,COMMERCIAL,1,WOOD,UNDETERMINED,57000,0,0,57000,NO,NO
17647,2020001457,01/02/2020,03:47 PM,3800 S TYLER ST,75224,6/C,64B,4,6002,DWELLING,2,WOOD,UNSPECIFIED SHORT CIRCUIT ARC,10500000,-20000,-5000,10475000,NO,YES
17650,2020002058,01/03/2020,01:52 PM,9727 HARRY HINES BLVD,75220,9/A,33B,6,10000,COMMERCIAL,1,WOOD,UNDETERMINED,68000,-300,0,67700,,NO
17651,2020002819,01/04/2020,12:37 PM,6019 N JIM MILLER RD,75228,8/B,48A,7,12204,DWELLING,2,WOOD,EQUIPMENT NOT OPERATED PROPERLY,387660,-850,0,386810,NO,YES
17652,2020003139,01/04/2020,09:29 AM,8550 SPRING VALLEY RD,75240,4/B,16L,11,19213,APARTMENTS,3,WOOD,CUTTING WELDING TOO CLOSE TO COMBUSTIBLES,8715860,-500,0,8715360,NO,
17653,2020003233,01/04/2020,02:13 AM,5957 HARBOR GLEN DR,75249,6/B,71A-C,3,16510,DWELLING,1,,ABANDONED OR DISCARDED MATERIALS OR PRODUCTS,214190,-4000,-2500,207690,N/A,YES
17654,2020003013,01/04/2020,04:53 PM,10902 STINSON ST,75217,8/B,69D,5,11702,DWELLING,1,WOOD,EQUIPMENT UNATTENDED,82920,0,-500,82420,N/A,UNK
17655,,01/04/2020,04:53 PM,10906 STINSON ST,75217,8/B-E,69D-E,,,DWELLING,1,WOOD,EXPOSURE (ACCIDENTAL),75920,0,-1500,74420,N/A,UNK
17671,2020002790,01/04/2020,11:30 AM,2600 NORWICH ST,75212,9/B,43N,6,10500,VEHICLE,2018,CHEV SILVERADO,INCENDIARY,30000,-30000,0,0,,
17657,2020003226,01/04/2020,09:51 PM,3334 IRVING BLVD,75247,9/B,33X,6,10000,COMMERCIAL,1,WOOD,INCENDIARY,31250,-20,0,31230,NO,UNK
17818,2020002562,01/04/2020,02:40 AM,2606 N BUCKNER BLVD,75228,3/A,38T,7,12301,VEHICLE,2015,CHEVY SONIC,INCENDIARY,6399,-6399,0,0,,
17658,2020003974,01/05/2020,06:56 PM,2402 KATHLEEN AVE,75216,5/C,55Y,4,8802,VEHICLE,2016,NISSAN JUKE,INCENDIARY,11000,-11000,0,0,N/A,NO
17679,2020004083,01/05/2020,09:59 PM,4319 BOWSER AVE,75219,7/A,35S,14,603,DUMPSTER,,,INCENDIARY,4000,0,0,4000,NO,NO
17656,2020003897,01/05/2020,05:35 PM,3104 PENNSYLVANIA AVE,75215,1/C,46T,7,3700,DWELLING,1,WOOD,EQUIPMENT UNATTENDED,55000,-1000,0,54000,NO,YES
17660,2020003682,01/05/2020,01:11 PM,10820 SANDEN DR,75238,4/C,28F,10,18506,COMMERCIAL,1,,UNDETERMINED,2434830,0,-100000,2334830,YES,YES
17661,2020004533,01/06/2020,01:23 PM,5008 URBAN CREST RD,75227,8/A,48J,7,12206,DWELLING,1,WOOD,UNDETERMINED,263000,-1000,0,262000,NO,YES
17659,2020004214,01/06/2020,02:37 AM,3801 WILDER ST,75215,1/C,46X,7,3700,DWELLING,1,WOOD,UNDETERMINED,58200,-53200,-5000,0,NO,NO
17662,2020004935,01/07/2020,12:34 AM,635 EZEKIAL AVE,75217,8/A,57R,5,9303,DWELLING,1,WOOD,UNDETERMINED,128560,-1000,0,127560,NO,NO
17663,2020004974,01/07/2020,03:16 AM,3009 SEATON DR,75216,5/A,56X,4,8701,DWELLING,1,WOOD,INCENDIARY,123000,-5000,0,118000,NO,NO
17664,2020005576,01/07/2020,08:51 PM,3550 E OVERTON RD,75216,5/B,56P,4,8604,APARTMENTS,2,WOOD,ABANDONED OR DISCARDED MATERIALS OR PRODUCTS,200000,-200,0,199800,NO,NO
17665,2020005193,01/07/2020,11:01 AM,4242 N CAPISTRANO DR,75287,2/B,4B,12,31712,DUPLEX,2,WOOD,HEAT SOURCE TOO CLOSE TO COMBUSTIBLES,205000,-40000,0,165000,N/A,YES
17666,,01/07/2020,11:01 AM,4242 N CAPISTRANO DR,75287,2/B-E,4B-E,,,DUPLEX,2,WOOD,EXPOSURE (ACCIDENTAL),205000,-20000,0,185000,N/A,YES
17672,2020005137,01/07/2020,09:24 AM,340 S HAMPTON RD,75208,6/C,53H,1,5200,DUMPSTER,,,INCENDIARY,6000,-1000,0,5000,NO,NO
17667,2020005671,01/08/2020,12:55 AM,1000 EASTON RD,75218,4/B,38F,9,12800,CHURCH,1,,HEAT SOURCE TOO CLOSE TO COMBUSTIBLES,400000,-30000,0,370000,UNK,YES
17668,2020005852,01/08/2020,10:14 AM,1615 JOHN WEST RD,75228,8/C,38X,7,12210,APARTMENTS,3,WOOD,UNSPECIFIED SHORT CIRCUIT ARC,11441170,-50,-5,11441115,YES,YES
17669,2020006268,01/08/2020,07:43 PM,7128 WINTERBERRY DR,75249,6/C,71B-P,3,16511,FENCE,,WOOD,UNDETERMINED,4000,0,-250,3750,N/A,UNK
17670,2020006808,01/09/2020,03:30 PM,3606 S WESTMORELAND RD,75233,6/A,63B,3,10803,SCHOOL,3,,INCENDIARY,0,-3000,0,-3000,YES,YES
17673,2020007106,01/09/2020,10:31 PM,1411 E OVERTON RD,75216,5/A,65B,4,5700,DWELLING,1,WOOD,MECHANICAL FAILURE MALFUNCTION OTHER,48000,-20000,-100,27900,NO,YES
17674,2020008113,01/10/2020,12:38 AM,310 AVENUE J,75203,6/B,55G,4,8900,DWELLING,1,WOOD,UNSPECIFIED SHORT CIRCUIT ARC,83950,-7000,0,76950,NO,NO
17675,2020008095,01/11/2020,12:14 AM,9990 MONROE DR,75220,7/B,23P,6,9803,OFFICE,1,,UNDETERMINED,919070,-3000,0,916070,NO,NO
17676,2020008244,01/11/2020,04:43 AM,3911 HIGHGROVE DR,75220,7/B,24S,6,9402,DWELLING,1,WOOD,UNDETERMINED,485120,-35000,-10000,440120,NO,YES
17689,202008263,01/11/2020,05:10 AM,5706 S R L THORNTON FRWY,75241,6/B,64R,4,11200,VEHICLE,,CHEVY BLAZER,INCENDIARY,3000,-3000,0,0,NO,
17677,2020009106,01/12/2020,05:28 AM,4607 TIMBERGLEN RD,75287,2/C,4C,12,31713,APARTMENTS,3,WOOD,UNSPECIFIED SHORT CIRCUIT ARC,7010758,-500,0,7010258,NO,NO
17680,2020009693,01/12/2020,11:37 PM,705 SABINE ST,75203,6/A,45W,1,2000,VEHICLE,2018,NISSAN ROGUE,INCENDIARY,18000,-18000,0,0,N/A,NO
17681,2020010173,01/13/2020,12:45 AM,2802 E 11TH ST,75203,5/B,55H,4,8900,COMMERCIAL,1,STEEL,UNDETERMINED,143980,0,-5000,138980,NO,NO
17678,2020009773,01/13/2020,02:30 AM,817 CENTRE ST,75208,6/A,54F,1,5000,SHED,1,,UNDETERMINED,500,-500,0,0,NO,
17682,2020011301,01/14/2020,10:04 PM,4901 GASTON AVE,75214,3/C,46B,14,1400,DWELLING,2,BRICK,HEAT SOURCE TOO CLOSE TO COMBUSTIBLES,414210,-50,0,414160,N/A,
17683,2020010814,01/14/2020,11:08 AM,4849 HAVERWOOD LN,75287,2/C,4D,12,31714,APARTMENTS,3,WOOD,ABANDONED OR DISCARDED MATERIALS OR PRODUCTS,1050000,-2000,0,1048000,,
17684,2020011528,01/15/2020,07:05 AM,1916 LEATH ST,75212,9/C,44E,6,10101,DWELLING,1,WOOD,HEAT SOURCE TOO CLOSE TO COMBUSTIBLES,50000,-50,0,49950,NO,NO
17690,2020012165,01/15/2020,10:26 PM,5616 SPRING VALLEY RD,75254,2/A,15J,11,13615,DUMPTER,,,INCENDIARY,0,0,0,0,N/A,
17687,202001634,01/15/2020,09:40 AM,7402 CHESTERFIELD DR,75237,5/A,63Y,8,10902,APARTMENTS,2,WOOD,UNDETERMINED,2000,-40000,0,-38000,N/A,YES
17688,2020013014,01/16/2020,09:36 PM,1207 N ZANG BLVD,75203,6/B,44Z,1,2000,COMMERICAL,1,WOOD,UNDETERMINED,205080,-50000,0,155080,NO,NO
17691,2020013036,01/16/2020,10:07 PM,1900 MALONE DR,75208,1/B,44T,6,4300,VEHICLE,2011,FORD F450,INCENDIARY,3500,-35000,0,-31500,,
17685,2020012990,01/16/2020,08:54 PM,4951 EASTGATE CIR,75216,5/B,65H,3,8704,DWELLING,1,,HEAT SOURCE TOO CLOSE TO COMBUSTIBLES,154130,-12000,-2000,140130,NO,NO
17686,2020013176,01/17/2020,04:25 AM,1311 S BECKLEY AVE,75224,6/B,54M,4,5400,DWELLING,1,,HEAT SOURCE TOO CLOSE TO COMBUSTIBLES,176310,-50000,-20000,106310,NO,YES
17692,2020013428,01/17/2020,12:33 PM,3510 PACESETTER DR,75241,5/C,66T,8,16701,DWELLING,1,WOOD,INCENDIARY,77000,0,0,77000,NO,NO
17693,2020013792,01/17/2020,08:20 PM,1720 JOHN WEST RD,75228,8/C,38Y,7,12211,TRASH,,,INCENDIARY,50,0,-50,0,,
17694,2020013923,01/17/2020,11:35 PM,5706 S R L THORNTON SERV NB,75241,5/C,64M,4,11200,VEHICLE,2016,CHEV CAMARO,UNDETERMINED,30000,-20000,0,10000,N/A,
17695,,01/17/2020,11:35 PM,5706 S R L THORNTON SERV NB,75241,5/C-E,64M-E,,,VEHICLE,2015,NISSAN ALTIMA,EXPOSURE (UNDETERMINED),3500,-500,0,3000,N/A,
17696,,01/17/2020,11:35 PM,5706 S R L THORNTON SERV NB,75241,5/C-E,64M-E,,,VEHICLE,1996,CHEVY S 1500,EXPOSURE (UNDETERMINED),1000,-100,0,900,N/A,
17697,2020013977,01/18/2020,01:15 AM,6214 SOUTHERN KNOLL DR,75248,2/C,5X,11,13606,DWELLING,1,WOOD,UNDETERMINED,608040,-300000,-100000,208040,NO,YES
17698,2020014479,01/18/2020,05:54 PM,6505 MCCOMMAS BLVD,75214,3/A,36R,9,8000,DWELLING,1,WOOD,EQUIPMENT NOT OPERATED PROPERLY,983260,-400,0,982860,NO,YES
17700,2020014711,01/18/2020,11:56 PM,3912 LE FORGE AVE,75216,5/A,56Y,4,8603,DWELLING,1,WOOD,UNSPECIFIED SHORT CIRCUIT ARC,25340,-10000,-3000,12340,NO,YES
17701,2020014740,01/19/2020,12:58 AM,4814 BARTLETT AVE,75216,5/A,65G,3,5700,DWELLING,1,WOOD,UNSPECIFIED SHORT CIRCUIT ARC,108140,-800,0,107340,NO,YES
17702,2020015418,01/19/2020,10:35 PM,1721 SMOKE TREE LN,75253,8/B,69A-G,8,17101,DWELLING,1,WOOD,HEAT SOURCE TOO CLOSE TO COMBUSTIBLES,48270,-20000,0,28270,NO,NO
17703,2020015295,01/19/2020,07:45 PM,LORIS LN & OZONA ST,75216,5/B,55T,4,5500,VEHICLE,2018,MAZDA 6,UNDETERMINED,29000,-20000,0,9000,N/A,
17699,2020015152,01/19/2020,03:58 PM,7203 BRUTON RD,75217,8/B,58B,5,9101,TRASH,,,INCENDIARY,15000,0,-3000,12000,,
17704,2020015805,01/20/2020,02:04 PM,3032 ST NICHOLAS ST,75233,6/C,53Y,3,10805,DWELLING,1,WOOD,MECHANICAL FAILURE MALFUNCTION OTHER,184690,-30000,-15000,139690,NO,YES
17705,2020016075,01/20/2020,08:39 PM,3939 S POLK ST,75224,5/C,64B,4,6100,COMMERCIAL,1,BRICK,INCENDIARY,2619940,-700,0,2619240,NO,NO
17706,2020016109,01/20/2020,09:28 PM,11518 RUPLEY LN,75218,4/C,38C,9,12800,DWELLING,1,,UNDETERMINED,224870,-20000,-3500,201370,NO,UNK
17739,2020015514,01/20/2020,02:47 AM,7676 S WESTMORELAND RD,75237,5/B,73A,8,16607,APARTMENTS,2,WOOD,INCENDIARY,8506000,-50000,-200,8455800,NO,UNK
17708,2020016787,01/21/2020,08:10 PM,3303 SOUTHERN OAKS BLVD,75216,5/A,56S,4,8604,APARTMENTS,3,WOOD,HEAT SOURCE TOO CLOSE TO COMBUSTIBLES,8905000,-1500,-200,8903300,YES,YES
17709,2020016967,01/22/2020,04:32 AM,14770 PRESTON RD,75254,2/A,15F,11,13608,COMMERCIAL,1,BRICK,MECHANICAL FAILURE MALFUNCTION OTHER,500000,0,-2000,498000,NO,YES
17712,2020017565,01/22/2020,08:40 PM,801 BROOKS AVE,75208,5/B,54K,1,5000,DWELLING,1,WOOD,UNSPECIFIED SHORT CIRCUIT ARC,180840,-300,0,180540,N/A,YES
17717,2020017667,01/22/2020,11:32 PM,2850 COOMBS CREEK DR,75211,6/B,53T,3,10805,VEHICLE,2008,AUDI A6,INCENDIARY,5000,-5000,0,0,,
17714,2020017696,01/23/2020,12:20 AM,3910 E OVERTON RD,75216,5/C,56P,4,8603,VEHICLE,2007,VOLVO S40,INCENDIARY,5000,-5000,0,0,,
17715,2020018065,01/23/2020,01:49 PM,8429 CAMPANELLA DR,75243,4/C,16U,10,7804,DWELLING,1,WOOD,HEAT SOURCE TOO CLOSE TO COMBUSTIBLES,95590,-5000,-1000,89590,NO,YES
17716,2020018524,01/24/2020,05:33 AM,1033 HOKE SMITH DR,75224,6/C,54X,4,6001,DWELLING,1.5,WOOD,UNDETERMINED,108500,-65000,-2500,41000,N/A,YES
17718,2020018670,01/24/2020,10:43 AM,201 E 9TH ST,75203,6/A,54D,1,4800,SCHOOL,3,,INCENDIARY,50000000,-100,-100,49999800,YES,YES
17719,2020019031,01/24/2020,07:47 PM,5351 PETERSON LN,75240,2/A,15N,11,13626,APARTMENTS,2,WOOD,UNDETERMINED,5293660,-100,-25,5293535,NO,YES
17720,2020018752,01/24/2020,12:56 PM,9701 DALE CREST DR,75220,7/A,23Q,6,9804,APARTMENTS,2,,HEAT SOURCE TOO CLOSE TO COMBUSTIBLES,3010000,-5000,-1500,3003500,NO,YES
17721,2020018857,01/24/2020,03:38 PM,820 N ZANG BLVD,75208,6/A,54D,1,4201,COMMERCIAL,1,WOOD,MECHANICAL FAILURE MALFUNCTION OTHER,324240,-1500,0,322740,NO,
17722,2020018907,01/24/2020,04:58 PM,7319 FAIR OAKS AVE,75231,4/A,26Q,13,7815,APARTMENTS,3,,MECHANICAL FAILURE MALFUNCTION OTHER,2486690,-7000,-2500,2477190,NO,NO
17723,2020019417,01/25/2020,09:33 AM,3944 WILDER ST,75215,1/B,46Y,7,3700,DWELLING,1,WOOD,UNSPECIFIED SHORT CIRCUIT ARC,52800,-8000,0,44800,NO,UNK
17724,2020019514,01/25/2020,12:30 PM,4838 BONNIE VIEW RD,75216,5/B,66B,4,8701,DWELLING,1,WOOD,HEAT SOURCE TOO CLOSE TO COMBUSTIBLES,104600,-5000,-1500,98100,NO,NO
17805,2020019283,01/25/2020,03:16 AM,5505 BELTLINE RD,75254,2/A,14D,11,13620,VEHICLE,2016,DODGE PROMASTER,INCENDIARY,18000,-18000,0,0,,
17725,2020020176,01/26/2020,07:15 AM,1831 ANGELINA DR,75212,9/C,44E,6,10101,DWELLING,1,WOOD,UNDETERMINED,149520,-60000,-10000,79520,NO,YES
17726,,01/26/2020,07:15 AM,1831 ANGELINA DR,75212,9/C-E,44E-E,,,VEHICLE,1966,CHEVROLET IMPALA,EXPOSURE (UNDETERMINED),25000,-5000,0,20000,,
17727,2020020233,01/26/2020,09:18 AM,1550 EMPIRE CENTRAL,75235,9/C,33Q,2,10000,HOTEL,2,WOOD,UNDETERMINED,3001000,0,-250,3000750,YES,YES
17728,2020020722,01/27/2020,11:31 PM,1237 VALLEY ST,75203,1/C,55F,4,4900,DWELLING,1,WOOD,UNDETERMINED,47530,-37530,-10000,0,NO,NO
17729,2020021241,01/27/2020,03:49 PM,5627 REGATTA DR,75232,5/A,64P,3,11001,DWELLING,1,WOOD,UNSPECIFIED SHORT CIRCUIT ARC,149780,-500,0,149280,NO,NO
17730,2020021563,01/28/2020,01:50 AM,2320 METROPOLITAN AVE,75215,1/A,46X,7,3700,DWELLING,1,WOOD,UNDETERMINED,80040,-45000,-15000,20040,NO,NO
17731,2020022109,01/28/2020,06:33 PM,8900 PARK LN,75231,4/B,26V,13,7820,APARTMENTS,2,WOOD,UNSPECIFIED SHORT CIRCUIT ARC,5672580,-2500,-500,5669580,NO,YES
17732,2020021847,01/28/2020,11:37 AM,1806 HEATHER GLEN DR,75232,5/B,64N,3,11001,DWELLING,1,WOOD,MECHANICAL FAILURE MALFUNCTION OTHER,180620,-3500,-100,177020,NO,YES
17733,2020021920,01/28/2020,01:34 PM,2312 OAK PL,75253,8/B,70W,8,17001,DWELLING,1,,UNDETERMINED,11450,-1000,-200,10250,NO,NO
17734,2020022277,01/28/2020,11:28 PM,4856 CEDARDALE DR,75241,5/B,67S,8,20200,VEHICLE,2002,CHEVROLET MALIBU,INCENDIARY,1000,-1000,0,0,,
17735,2020022902,01/29/2020,07:18 PM,1777 N RECORD ST,75202,1/C,45J,14,2100,APARTMENTS,2,,HEAT SOURCE TOO CLOSE TO COMBUSTIBLES,49015000,-100000,-5000,48910000,YES,YES
17736,2020022596,01/29/2020,12:19 PM,6115 EAST GRAND AVE,75223,3/C,46H,2,1204,DWELLING,1,WOOD,HEAT SOURCE TOO CLOSE TO COMBUSTIBLES,193000,-70000,-3000,120000,NO,NO
17737,2020023759,01/30/2020,10:08 PM,13740 MONTFORT DR,75240,2/A,15J,11,13615,LAUNDRY ROOM,1,WOOD,UNSPECIFIED SHORT CIRCUIT ARC,13764240,-5000,0,13759240,NO,NO
17738,2020023623,01/30/2020,06:39 PM,9870 WEBB CHAPEL RD,75220,7/A,23Q,6,9802,DWELLING,1,WOOD,HEAT SOURCE TOO CLOSE TO COMBUSTIBLES,212570,-7500,-500,204570,NO,NO
17740,2020023932,01/31/2020,07:17 AM,4447 BROOKVIEW DR,75220,7/B,24U,13,20600,DWELLING,1,WOOD,UNDETERMINED,1703390,-20000,0,1683390,YES,UNK
17741,2020025428,02/01/2020,11:32 PM,5204 BOURQUIN ST,75210,1/C,47S,7,11500,COMMERCIAL,1,CONCRETE,UNDETERMINED,18400,-17400,-1000,0,NO,NO
17742,2020024737,02/01/2020,06:03 AM,409 N MOORE ST,75203,6/B,55B,4,4100,DWELLING,1,WOOD,UNDETERMINED,15000,-15000,0,0,NO,UNK
17743,2020026127,02/02/2020,07:14 PM,2008 LEA CREST DR,75216,5/A,55Y,4,5700,DWELLING,1,WOOD,INCENDIARY,79000,-30000,-8000,41000,NO,NO
17744,2020025965,02/02/2020,04:19 PM,326 N JIM MILLER RD,75217,8/A,58S,8,9304,APARTMENTS,2,WOOD,EQUIPMENT UNATTENDED,75000,-1000,-500,73500,NO,YES
17806,2020040811,02/02/2020,09:52 PM,2031 JOHN WEST RD,75228,8/A,38Y,7,12302,VEHICLE,2009,VOLVO CX90,INCENDIARY,5000,-5000,0,0,,
17761,2020025549,02/02/2020,02:54 AM,3211 BILL HARROD ST,75212,9/B,42K,6,10601,VEHICLE,2007,DODGE 1500 PK,INCENDIARY,3000,-3000,0,0,NO,
17745,2020027014,02/03/2020,06:41 PM,13259 EMILY RD,75240,2/B,16P,11,19208,APARTMENTS,2,WOOD,ABANDONED OR DISCARDED MATERIALS OR PRODUCTS,2500000,-100,0,2499900,NO,YES
17746,2020026980,02/03/2020,06:06 PM,11107 MORRISON LN,75229,7/B,22M,6,9900,TRAILER,,,UNDETERMINED,10000,-10000,0,0,NO,NO
17747,2020026336,02/03/2020,12:10 AM,820 OSLO LN,75217,8/A,69A,8,11602,DWELLING,1,WOOD,UNDETERMINED,88870,-30000,-5000,53870,NO,NO
17748,2020026378,02/03/2020,02:00 AM,3818 HANCOCK ST,75210,1/A,47W,7,3901,DWELLING,1,WOOD,INCENDIARY,20000,-500,0,19500,,
17749,2020027750,02/04/2020,06:10 PM,6467 MELODY LN,75231,4/C,26Z,13,7818,APARTMENTS,2,WOOD,UNSPECIFIED SHORT CIRCUIT ARC,6750000,-10000,0,6740000,NO,YES
17750,2020028471,02/05/2020,05:18 PM,3210 HAMILTON AVE,75210,3/A,46U,7,2702,SHED,1,,HEAT SOURCE TOO CLOSE TO COMBUSTIBLES,800,-500,-100,200,NO,
17751,,02/05/2020,05:18 PM,3210 HAMILTON AVE,75210,3/A-E,46U-E,,,APARTMENTS,2,WOOD,EXPOSURE (ACCIDENTAL),228000,-1200,-100,226700,NO,
17752,2020028103,02/05/2020,07:05 AM,211 S BAGLEY ST,75211,9/A,52F,6,10704,CAMPER,,,UNDETERMINED,3500,-3000,-500,0,N/A,NO
17753,2020028077,02/05/2020,06:08 AM,2423 FORT WORTH AVE,75211,9/C,43Z,1,6900,APARTMENTS,12,MASONRY,UNDETERMINED,2000,0,-2000,0,YES,YES
17754,2020028706,02/06/2020,12:21 AM,10800 MAPLERIDGE DR,75238,4/A,28P,10,13007,VEHICLE,2017,VOLKSWAGON JETTA,INCENDIARY,15000,-15000,0,0,N/A,NO
17755,2020029363,02/06/2020,08:03 PM,1702 VILBIG RD,75208,6/B,44S,6,4300,GARAGE,1,WOOD,UNSPECIFIED SHORT CIRCUIT ARC,35000,-20000,-15000,0,NO,NO
17756,2020029391,02/06/2020,08:35 PM,1630 VILBIG RD,75208,1/B,44S,6,4300,DWELLING,1,WOOD,UNSPECIFIED SHORT CIRCUIT ARC,95000,-15000,-2000,78000,NO,NO
17757,2020029050,02/06/2020,01:06 PM,2460 IRVING BLVD,75207,9/B,44B,6,10000,COMMERCIAL,1,MASONRY,UNSPECIFIED SHORT CIRCUIT ARC,720000,-570000,-150000,0,NO,NO
17758,2020029095,02/06/2020,01:45 PM,9900 ADLETA BLVD,75243,4/B,27D,10,18506,APARTMENTS,3,WOOD,UNDETERMINED,23723680,-8000,-1000,23714680,NO,YES
17759,2020028973,02/06/2020,11:00 AM,18909 LLOYD CIR,75252,2/B,656X,12,31715,APARTMENTS,3,BRICK,UNDETERMINED,16730375,-8000,-500,16721875,NO,YES
17760,2020029337,02/06/2020,07:25 PM,5704 SPRING VALLEY RD,75254,2/B,15J,11,13615,APARTMENTS,2,WOOD,UNDETERMINED,15030000,-10000,-100,15019900,NO,NO
17785,2020029113,02/06/2020,02:06 PM,2802 SANDERSON ST,75210,3/B,47N,7,2701,DWELLING,1,WOOD,MECHANICAL FAILURE MALFUNCTION OTHER,13000,-800,-200,12000,,YES
17762,2020029932,02/07/2020,02:51 PM,9350 SKILLMAN ST,75243,4/C,27D,10,18506,APARTMENTS,2,WOOD,UNSPECIFIED SHORT CIRCUIT ARC,19446360,-25000,-8000,19413360,NO,UNK
17763,2020029737,02/07/2020,10:13 AM,1911 S ST AUGUSTINE DR,75217,8/A,69K,8,17102,SHED,1,METAL,ABANDONED OR DISCARDED MATERIALS OR PRODUCTS,2750,-500,-750,1500,NO,NO
17764,2020030019,02/07/2020,04:17 PM,8241 SCYENE RD,75227,8/C,48Z,7,9000,VEHICLE,,CHEV VAN,ELECTRICAL FAILURE MALFUNCTION OTHER,600,-500,-100,0,N/A,
17765,,02/07/2020,04:17 PM,8241 SCYENE RD,75227,8/C-E,48Z-E,,,COMMERCIAL,1,BRICK,EXPOSURE (ACCIDENTAL),33630,-1000,0,32630,N/A,
17766,2020030082,02/07/2020,05:35 PM,5011 SAN JACINTO ST,75206,3/C,36W,2,1503,APARTMENTS,2,WOOD,UNDETERMINED,300000,-200,0,299800,N/A,UNK
17767,2020030371,02/08/2020,12:34 AM,6050 MELODY LN,75231,4/C,26U,13,7819,APARTMENTS,3,WOOD,UNDETERMINED,1500000,-150000,-50000,1300000,NO,YES
17768,2020030724,02/08/2020,12:55 PM,12803 KLEBERG RD,75253,8/A,69A-P,8,17102,DWELLING,1,WOOD,UNDETERMINED,78000,-78000,0,0,N/A,NO
17769,2020030825,02/08/2020,03:25 PM,6320 CLUB LAKE CT,75214,3/A,36Z,14,1301,SHRUBS,,,UNDETERMINED,100,0,-100,0,N/A,
17770,2020030753,02/08/2020,01:42 PM,12892 NOEL,75230,2/A,15S,13,9604,APARTMENTS,2,WOOD,INCENDIARY,1000000,-1500,0,998500,N/A,NO
17771,2020030615,02/08/2020,09:42 AM,4684 WYOMING ST,75211,6/A,52V,3,10801,DWELLING,1,WOOD,HEAT SOURCE TOO CLOSE TO COMBUSTIBLES,120160,-10000,0,110160,NO,NO
17772,2020030465,02/08/2020,03:09 AM,515 W 10TH ST,75208,6/C,54G,1,4700,APARTMENTS,2,WOOD,HEAT SOURCE TOO CLOSE TO COMBUSTIBLES,1935000,-2000,-1000,1932000,NO,YES
17773,2020030740,02/08/2020,01:14 PM,9670 FOREST LN,75243,4/A,17Y,10,18503,APARTMENTS,2,WOOD,EQUIPMENT UNATTENDED,13570000,-15000,0,13555000,NO,YES
17774,2020031023,02/08/2020,07:33 PM,8550 SPRING VALLEY RD,75240,2/A,16L,11,19213,APARTMENTS,3,WOOD,ABANDONED OR DISCARDED MATERIALS OR PRODUCTS,9500000,-100,0,9499900,NO,UNK
17775,2020030986,02/08/2020,06:44 PM,4204 DARK STAR LN,75211,6/A,53S,3,10801,APARTMENTS,2,WOOD,UNSPECIFIED SHORT CIRCUIT ARC,1000000,0,0,1000000,N/A,NO
17776,2020032095,02/10/2020,01:10 AM,6151 SUMMER CREEK CIR,75231,4/B,26Y,13,7819,CONDOMINIUMS,3,WOOD,UNSPECIFIED SHORT CIRCUIT ARC,195000,-75000,-20000,100000,NO,NO
17777,,02/10/2020,01:10 AM,6151 SUMMER CREEK CIR,75231,4/B-E,26Y-E,,,VEHICLE,2008,HONDA CRV,EXPOSURE (ACCIDENTAL),8000,-1500,0,6500,NO,
17778,,02/10/2020,01:10 AM,6149 SUMMER CREEK CIR,75231,4/B-E,26Y-E,,,CONDOMINIUMS,3,WOOD,EXPOSURE (ACCIDENTAL),152990,-1000,0,151990,NO,
